package	severity	classification	document_line	kind	target	resolved	disposition	reason
javascript-deno-guidelines	warning	bundled-reference	guides/03-error-handling.md:938	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/01-runtime-basics.md	transitional-warning	guide exists under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	guides/07-async-concurrency.md:1114	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/01-runtime-basics.md	transitional-warning	guide exists under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	guides/05-type-discipline.md:972	code span	13-biome/02-lint-rules.md	javascript-deno-guidelines/guides/13-biome/02-lint-rules.md	transitional-warning	guide exists under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	guides/05-type-discipline.md:973	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/01-runtime-basics.md	transitional-warning	guide exists under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	guides/01-core-idioms.md:951	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/01-runtime-basics.md	transitional-warning	guide exists under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	guides/10-project-structure.md:480	code span	13-biome/01-setup.md	javascript-deno-guidelines/guides/13-biome/01-setup.md	transitional-warning	guide exists under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	guides/10-project-structure.md:794	code span	12-deno/01-runtime-basics.md	javascript-deno-guidelines/guides/12-deno/01-runtime-basics.md	transitional-warning	guide exists under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:42	code span	knowledge/js/guides/09-anti-patterns.md	javascript-deno-guidelines/knowledge/js/guides/09-anti-patterns.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:43	code span	knowledge/js/guides/01-core-idioms.md	javascript-deno-guidelines/knowledge/js/guides/01-core-idioms.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:43	code span	knowledge/js/guides/10-project-structure.md	javascript-deno-guidelines/knowledge/js/guides/10-project-structure.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:43	code span	knowledge/js/guides/02-api-design.md	javascript-deno-guidelines/knowledge/js/guides/02-api-design.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:44	code span	knowledge/js/guides/01-core-idioms.md	javascript-deno-guidelines/knowledge/js/guides/01-core-idioms.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:44	code span	knowledge/js/guides/06-functions-closures.md	javascript-deno-guidelines/knowledge/js/guides/06-functions-closures.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:44	code span	knowledge/js/guides/09-anti-patterns.md	javascript-deno-guidelines/knowledge/js/guides/09-anti-patterns.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:45	code span	knowledge/js/guides/02-api-design.md	javascript-deno-guidelines/knowledge/js/guides/02-api-design.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:45	code span	knowledge/js/guides/06-functions-closures.md	javascript-deno-guidelines/knowledge/js/guides/06-functions-closures.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:45	code span	knowledge/js/guides/05-type-discipline.md	javascript-deno-guidelines/knowledge/js/guides/05-type-discipline.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:46	code span	knowledge/js/guides/03-error-handling.md	javascript-deno-guidelines/knowledge/js/guides/03-error-handling.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:46	code span	knowledge/js/guides/07-async-concurrency.md	javascript-deno-guidelines/knowledge/js/guides/07-async-concurrency.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:47	code span	knowledge/js/guides/09-anti-patterns.md	javascript-deno-guidelines/knowledge/js/guides/09-anti-patterns.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:47	code span	knowledge/js/guides/01-core-idioms.md	javascript-deno-guidelines/knowledge/js/guides/01-core-idioms.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:47	code span	knowledge/js/guides/04-values-references.md	javascript-deno-guidelines/knowledge/js/guides/04-values-references.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:48	code span	knowledge/js/guides/09-anti-patterns.md	javascript-deno-guidelines/knowledge/js/guides/09-anti-patterns.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:48	code span	knowledge/js/guides/01-core-idioms.md	javascript-deno-guidelines/knowledge/js/guides/01-core-idioms.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:48	code span	knowledge/js/guides/08-performance.md	javascript-deno-guidelines/knowledge/js/guides/08-performance.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:49	code span	knowledge/js/guides/12-deno/12-02-testing.md	javascript-deno-guidelines/knowledge/js/guides/12-deno/12-02-testing.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:49	code span	knowledge/js/guides/03-error-handling.md	javascript-deno-guidelines/knowledge/js/guides/03-error-handling.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:50	code span	knowledge/js/guides/12-deno/12-02-testing.md	javascript-deno-guidelines/knowledge/js/guides/12-deno/12-02-testing.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:50	code span	knowledge/js/guides/03-error-handling.md	javascript-deno-guidelines/knowledge/js/guides/03-error-handling.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:50	code span	knowledge/js/guides/07-async-concurrency.md	javascript-deno-guidelines/knowledge/js/guides/07-async-concurrency.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:51	code span	knowledge/js/guides/08-performance.md	javascript-deno-guidelines/knowledge/js/guides/08-performance.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:51	code span	knowledge/js/guides/07-async-concurrency.md	javascript-deno-guidelines/knowledge/js/guides/07-async-concurrency.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:52	code span	knowledge/js/guides/11-documentation.md	javascript-deno-guidelines/knowledge/js/guides/11-documentation.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:52	code span	knowledge/js/guides/05-type-discipline.md	javascript-deno-guidelines/knowledge/js/guides/05-type-discipline.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:53	code span	knowledge/js/guides/10-project-structure.md	javascript-deno-guidelines/knowledge/js/guides/10-project-structure.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:53	code span	knowledge/js/guides/12-deno/12-01-runtime-basics.md	javascript-deno-guidelines/knowledge/js/guides/12-deno/12-01-runtime-basics.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:54	code span	knowledge/js/guides/12-deno/12-03-task-runner.md	javascript-deno-guidelines/knowledge/js/guides/12-deno/12-03-task-runner.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:55	code span	knowledge/js/guides/12-deno/12-04-publishing.md	javascript-deno-guidelines/knowledge/js/guides/12-deno/12-04-publishing.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:55	code span	knowledge/js/guides/11-documentation.md	javascript-deno-guidelines/knowledge/js/guides/11-documentation.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:55	code span	knowledge/js/guides/05-type-discipline.md	javascript-deno-guidelines/knowledge/js/guides/05-type-discipline.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:56	code span	knowledge/js/guides/12-deno/12-01-runtime-basics.md	javascript-deno-guidelines/knowledge/js/guides/12-deno/12-01-runtime-basics.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:56	code span	knowledge/js/guides/01-core-idioms.md	javascript-deno-guidelines/knowledge/js/guides/01-core-idioms.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:56	code span	knowledge/js/guides/14-no-node-boundary.md	javascript-deno-guidelines/knowledge/js/guides/14-no-node-boundary.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:57	code span	knowledge/js/guides/14-no-node-boundary.md	javascript-deno-guidelines/knowledge/js/guides/14-no-node-boundary.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:57	code span	knowledge/js/guides/12-deno/12-01-runtime-basics.md	javascript-deno-guidelines/knowledge/js/guides/12-deno/12-01-runtime-basics.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:58	code span	knowledge/js/guides/07-async-concurrency.md	javascript-deno-guidelines/knowledge/js/guides/07-async-concurrency.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:58	code span	knowledge/js/guides/03-error-handling.md	javascript-deno-guidelines/knowledge/js/guides/03-error-handling.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:59	code span	knowledge/js/guides/04-values-references.md	javascript-deno-guidelines/knowledge/js/guides/04-values-references.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:59	code span	knowledge/js/guides/01-core-idioms.md	javascript-deno-guidelines/knowledge/js/guides/01-core-idioms.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:60	code span	knowledge/js/guides/05-type-discipline.md	javascript-deno-guidelines/knowledge/js/guides/05-type-discipline.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:60	code span	knowledge/js/guides/11-documentation.md	javascript-deno-guidelines/knowledge/js/guides/11-documentation.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:61	code span	knowledge/js/guides/13-biome/13-01-setup.md	javascript-deno-guidelines/knowledge/js/guides/13-biome/13-01-setup.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:61	code span	knowledge/js/guides/13-biome/13-02-lint-rules.md	javascript-deno-guidelines/knowledge/js/guides/13-biome/13-02-lint-rules.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:61	code span	knowledge/js/guides/13-biome/13-03-formatting.md	javascript-deno-guidelines/knowledge/js/guides/13-biome/13-03-formatting.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:69	code span	knowledge/js/guides/09-anti-patterns.md	javascript-deno-guidelines/knowledge/js/guides/09-anti-patterns.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:70	code span	knowledge/js/guides/01-core-idioms.md	javascript-deno-guidelines/knowledge/js/guides/01-core-idioms.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:94	code span	12-deno/12-02-testing.md	javascript-deno-guidelines/12-deno/12-02-testing.md	transitional-warning	guide exists under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:671	code span	knowledge/js/guides/09-anti-patterns.md	javascript-deno-guidelines/knowledge/js/guides/09-anti-patterns.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:671	code span	knowledge/js/guides/01-core-idioms.md	javascript-deno-guidelines/knowledge/js/guides/01-core-idioms.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:671	code span	knowledge/js/guides/07-async-concurrency.md	javascript-deno-guidelines/knowledge/js/guides/07-async-concurrency.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:671	code span	knowledge/js/guides/03-error-handling.md	javascript-deno-guidelines/knowledge/js/guides/03-error-handling.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:683	code span	knowledge/js/guides/02-api-design.md	javascript-deno-guidelines/knowledge/js/guides/02-api-design.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:683	code span	knowledge/js/guides/06-functions-closures.md	javascript-deno-guidelines/knowledge/js/guides/06-functions-closures.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:683	code span	knowledge/js/guides/03-error-handling.md	javascript-deno-guidelines/knowledge/js/guides/03-error-handling.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:683	code span	knowledge/js/guides/05-type-discipline.md	javascript-deno-guidelines/knowledge/js/guides/05-type-discipline.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:693	code span	knowledge/js/guides/12-deno/12-02-testing.md	javascript-deno-guidelines/knowledge/js/guides/12-deno/12-02-testing.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:693	code span	knowledge/js/guides/03-error-handling.md	javascript-deno-guidelines/knowledge/js/guides/03-error-handling.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:704	code span	knowledge/js/guides/12-deno/12-01-runtime-basics.md	javascript-deno-guidelines/knowledge/js/guides/12-deno/12-01-runtime-basics.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:704	code span	knowledge/js/guides/01-core-idioms.md	javascript-deno-guidelines/knowledge/js/guides/01-core-idioms.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:704	code span	knowledge/js/guides/09-anti-patterns.md	javascript-deno-guidelines/knowledge/js/guides/09-anti-patterns.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:716	code span	knowledge/js/guides/10-project-structure.md	javascript-deno-guidelines/knowledge/js/guides/10-project-structure.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:716	code span	knowledge/js/guides/12-deno/12-03-task-runner.md	javascript-deno-guidelines/knowledge/js/guides/12-deno/12-03-task-runner.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:716	code span	knowledge/js/guides/01-core-idioms.md	javascript-deno-guidelines/knowledge/js/guides/01-core-idioms.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:728	code span	knowledge/js/guides/13-biome/13-01-setup.md	javascript-deno-guidelines/knowledge/js/guides/13-biome/13-01-setup.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:728	code span	knowledge/js/guides/13-biome/13-02-lint-rules.md	javascript-deno-guidelines/knowledge/js/guides/13-biome/13-02-lint-rules.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:728	code span	knowledge/js/guides/13-biome/13-03-formatting.md	javascript-deno-guidelines/knowledge/js/guides/13-biome/13-03-formatting.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:742	code span	knowledge/js/guides/14-no-node-boundary.md	javascript-deno-guidelines/knowledge/js/guides/14-no-node-boundary.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:742	code span	knowledge/js/guides/12-deno/12-01-runtime-basics.md	javascript-deno-guidelines/knowledge/js/guides/12-deno/12-01-runtime-basics.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:742	code span	knowledge/js/guides/01-core-idioms.md	javascript-deno-guidelines/knowledge/js/guides/01-core-idioms.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:742	code span	knowledge/js/guides/09-anti-patterns.md	javascript-deno-guidelines/knowledge/js/guides/09-anti-patterns.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:759	code span	knowledge/js/guides/08-performance.md	javascript-deno-guidelines/knowledge/js/guides/08-performance.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:759	code span	knowledge/js/guides/07-async-concurrency.md	javascript-deno-guidelines/knowledge/js/guides/07-async-concurrency.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
javascript-deno-guidelines	warning	bundled-reference	SKILL.md:759	code span	knowledge/js/guides/09-anti-patterns.md	javascript-deno-guidelines/knowledge/js/guides/09-anti-patterns.md	transitional-warning	guides are bundled under package guides/ layout; Arc 02 will harmonise source or staging paths
